DebayerTime,fMapTime,iMapTime
1247,5178,4391
1313,5274,4482
1273,5149,4370
1282,5138,4428
1328,5197,4413
1329,4873,4401
1310,5146,4386
1262,5219,4318
1277,5215,4360
1327,5293,4424
1267,5129,4366
1300,5298,4399
1244,5149,4470
1228,4889,4385
1275,5143,4443
1327,5141,4436
1282,5224,4433
1248,4880,4441
1311,5284,4466
1261,5202,4444
1255,5249,4425
1308,5284,4473
1322,5298,4392
1245,5271,4455
1238,5142,4351
1320,5315,4436
1242,5212,4398
1205,5264,4459
1308,5040,4339
1305,5051,4436
1305,5028,4490
1330,5193,4498
1303,5021,4522
1321,4957,4480
1310,4855,4406
1301,5235,4616
1299,5068,4445
1279,5191,4604
1304,5196,4640
1297,5184,4622
1243,5001,4467
1282,5123,4453
1326,4981,4453
1201,4978,4461
1249,5320,4350
1290,5251,4339
1300,5278,4328
1307,5218,4322
1203,5142,4383
1253,5128,4416
1243,5260,4503
1262,4928,4338
1296,5188,4645
1260,5190,4347
1254,5216,4339
1310,4899,4413
1244,5218,4317
1246,5334,4355
1247,5219,4378
1307,5287,4430
1297,5280,4450
1314,5178,4462
1244,5190,4493
1275,5206,4536
1258,4813,4431
1288,5185,4367
1267,5248,4440
1308,5165,4663
1334,5198,4581
1279,5170,4442
1331,5181,4319
1252,5277,4351
1308,5219,4363
1303,5307,4455
1215,5183,4369
1264,5292,4312
1244,5209,4442
1266,5206,4387
1293,5261,4416
1303,5227,4427
1310,5154,4460
1318,5244,4383
1249,5218,4488
1307,5158,4328
1245,5198,4369
1243,5181,4334
1289,5257,4335
1315,4990,4333
1330,5031,4463
1237,5170,4381
1241,5238,4417
1316,5111,4426
1215,5207,4298
1292,5819,4413
1247,5278,4336
1332,5184,4348
1306,5216,4336
1282,4860,4357
1237,5206,4352
1308,5290,4343
1267,5176,4342
1313,5376,4421
1318,5189,4350
1223,5155,4320
1257,4834,4531
1262,5246,4306
1314,5392,4338
1274,5284,4337
1300,5264,4368
1246,5229,4432
1323,5260,4355
1097,5249,4384
1280,5191,4410
1248,5302,4395
1325,5230,4347
1309,5343,4433
1290,5205,4408
1265,5284,4320
1270,4704,4339
1317,5218,4383
1283,5195,4323
1297,5199,4412
1281,5216,4352
1244,5234,4348
1223,5200,4348
1248,5291,4450
1308,5198,4419
1214,5225,4327
1316,5348,4375
1251,5243,4309
1273,5185,4348
1245,5314,4358
1311,5205,4335
1318,5279,4438
1330,5265,4333
1317,5261,4373
1313,5192,4365
1246,5302,4306
1324,5180,4341
1283,4793,4333
1321,5164,4619
1298,5260,4601
1256,4962,4459
1273,5360,4444
1232,5170,4489
1309,5282,4333
1315,5276,4408
1216,5165,4320
1205,5316,4567
1415,4897,4423
1285,4829,4328
1307,4832,4340
1306,4823,4507
1248,4707,4327
1266,4674,4365
1226,4676,4311
1224,4648,4315
1260,4735,4311
1276,4887,4506
1247,4832,4577
1246,4777,6919
1331,4878,4518
1334,4800,4498
1287,5109,4440
1330,5239,4447
1309,5253,4427
1308,5236,4371
1304,5287,4442
1234,5261,4482
1259,5254,4466
1309,5245,4352
1305,5191,4330
1256,5264,4343
1314,5192,4350
1249,5232,4392
1267,5071,4341
1243,5040,4447
1311,5085,4428
1304,5037,4439
1219,4990,4435
1206,5014,4452
1316,4962,4531
1300,4949,4323
1244,5007,4479
1255,4983,4444
1269,5096,4314
1315,5047,4471
1255,4980,4452
1220,4950,4464
1311,5070,4356
1251,4995,4471
1326,5061,4458
1311,5075,4359
1294,5064,4349
1275,5044,4469
1277,5110,4446
1244,4775,4340
1274,5201,4392
1230,5254,4355
1308,5213,4334
1224,5180,4315
1229,4762,4338
1326,4837,4379
1318,5140,4496
1211,5219,4356
1316,5171,4361
1223,5125,4374
1257,5264,4335
1311,5154,4350
1230,5137,4442
1220,5079,4391
1264,5203,4370
1291,4798,4539
1317,5153,4415
1319,5219,4333
1217,5154,4352
1254,5171,4315
1311,5307,4460
1211,4712,4349
1291,5241,4470
1307,5145,4362
1321,5177,4308
1224,5176,4447
1296,4966,4614
1219,4880,4391
1267,5063,4309
1244,5129,4340
1245,5184,4417
1257,5138,4370
1293,5202,4367
1243,5164,4353
1246,5238,4357
1212,5199,4432
1329,5244,4392
1228,5208,4351
1322,5261,4468
1271,5174,4331
1320,5247,4327
1311,5299,4438
1221,5266,4430
1321,5291,4316
1213,5020,4465
1313,5188,4573
1243,5025,4494
1253,4985,4421
1315,5239,4411
1247,5439,4494
1246,5256,4375
1216,5222,4357
1245,5320,4406
1256,5098,4377
1245,5392,4316
1245,5334,4383
1258,4730,4335
1242,5258,4342
1302,5279,4334
1307,5272,4321
1253,5199,4337
1220,5176,4393
1258,5268,4340
1244,5312,4477
1252,5225,4338
1236,5259,4390
1253,5222,4355
1211,5297,4333
1221,4738,4328
1244,5328,4360
1251,5227,4332
1239,5304,4470
1255,5281,4313
1311,5243,4412
1231,5267,4352
1275,5220,4419
1308,5344,4332
1315,5225,4337
1244,5360,4468
1264,5246,4335
1242,5327,4464
1234,5298,4446
1245,5369,4324
1239,5211,4317
1212,5276,4330
1326,5222,4330
1223,5187,4344
1308,5302,4335
1313,5243,4318
1244,4763,4346
1281,5322,4476
1243,5253,4610
1216,4783,4325
1281,5255,4502
1331,5268,4502
1218,5182,4416
1306,5178,4998
1209,5221,4429
1308,5222,4406
1240,5175,4419
1264,5190,4437
1306,5194,4384
1317,5278,4472
1287,5274,4471
1247,5283,4459
1227,5237,4438
1214,5157,4322
1257,5263,4425
1316,5292,4482
1222,5235,4347
1307,4890,4378
1244,4960,4364
1309,5308,4349
1323,5266,4377
1256,5216,4422
1244,4773,4367
1237,5211,4332
1246,5153,4393
1329,5188,4397
1222,5298,4429
1244,5290,4457
1274,5210,4334
1245,5239,4350
1322,5203,4313
1254,5055,4451
1258,5057,4437
1301,5395,4433
1331,4871,4499
1319,5125,4335
1298,5216,4376
1314,5241,4360
1312,5222,4385
1240,4734,4384
1311,5298,4331
1233,5291,4357
1332,5232,4328
1249,5214,4389
1214,5255,4438
1320,4887,4548
1286,5207,4447
1273,5260,4325
1301,5187,4358
1246,5263,4497
1229,5166,4341
1331,5207,4343
1232,5181,4380
1279,5187,4321
1293,5243,4460
1323,5283,4323
1236,4857,4378
1328,5276,4360
1314,5259,4437
1286,4799,4357
1325,5218,4354
1270,5116,4337
1243,5028,4383
1310,5130,4420
1302,5001,4456
1260,5075,4449
1245,4973,4449
1312,5081,4389
1219,4812,4384
1243,5111,4441
1303,5149,4527
1231,5013,4426
1302,5120,4506
1307,5173,4351
1221,5311,4375
1330,5241,4330
1243,5311,4369
1210,5176,4349
1328,5285,4331
1246,4753,4314
1310,4708,4331
1329,5347,4351
1211,5215,4346
1255,5258,4355
1286,5237,4409
1249,5228,4364
1248,5245,4432
1243,5226,4370
1291,5186,4355
1246,5221,4373
1317,5187,4328
1245,5304,4442
1234,5237,4377
1309,5583,4446
1275,5081,4448
1308,5289,4329
1230,5205,4416
1334,5245,4461
1257,5029,4447
1323,5169,4449
1314,5112,4512
1342,4897,4432
1321,5110,4414
1331,5212,4348
1329,5169,4316
1229,5147,4370
1270,5279,4461
1243,5296,4387
1279,5161,4325
1212,5160,4348
1299,5156,4506
1222,5057,4353
1240,5232,4337
1312,5182,4499
1231,5160,4453
1297,5081,4359
1317,5038,4326
1302,5284,4323
1302,5178,4337
1245,5388,4457
1294,5161,4351
1229,5236,4338
1312,4841,4480
1230,5201,4369
1324,5248,4349
1242,5155,4449
1251,5197,4444
1258,5340,4348
1338,5162,4322
1271,5204,4434
1246,5311,4413
1243,5277,4365
1309,5136,4360
1281,5219,4402
1247,5152,4351
1259,5303,4417
1201,4983,4363
1288,5250,4312
1244,5174,4418
1252,4750,4313
1318,4908,4319
1245,5204,4363
1213,4709,4331
1307,4917,4539
1271,5011,4435
1259,5011,4336
1280,5145,4614
1300,5072,4461
1329,5129,4485
1280,5212,4624
1309,5030,4434
1258,5208,4420
1248,5157,4493
1236,5201,4469
1328,4844,4512
1284,5049,4366
1250,5327,4370
1309,5100,4525
1270,5194,4314
1279,5123,4412
1241,5237,4350
1246,5256,4365
1275,5169,4445
1325,5305,4316
1296,4806,4385
1326,5209,4462
1309,5135,4350
1283,5226,4403
1312,5207,4498
1319,5125,4346
1243,5204,4357
1224,5194,4340
1214,4750,4339
1315,5136,4332
1313,5303,4459
1301,5169,4336
1275,5284,4381
1306,5229,4483
1299,5249,4453
1312,5165,4367
1253,5234,4344
1321,5099,4443
1237,5142,4335
1246,5265,4515
1244,4898,4439
1245,5207,4368
1313,5229,4336
1269,5664,4347
1306,5279,4393
1247,4749,4316
1226,4740,4357
1315,5234,4384
1286,5166,4342
1295,5275,4358
1254,5326,4321
1309,5322,4320
1253,5204,4340
1207,5284,4318
1245,5241,4356
1245,5300,4321
1243,5206,4356
1223,5177,4377
1205,5171,4385
1315,5333,4338
1221,5149,4369
1275,4856,4522
1296,5232,4342
1314,5214,4425
1291,5108,4319
1210,5232,4356
1307,5210,4353
1243,5264,4350
1311,5294,4349
1242,5294,4442
1268,5167,4359
1329,5307,4333
1280,5181,4382
1217,5262,4307
1242,5269,4409
1274,4938,4558
1260,5287,4343
1259,5222,4333
1309,5190,4339
1264,5270,4429
1245,5248,4344
1238,5312,4450
1229,4687,4348
1251,5352,4331
1245,5138,4380
1323,5308,4467
1272,5147,4395
1340,5296,4390
1244,5119,4533
1279,5056,4428
1308,5230,4366
1308,5281,4364
1261,5247,4470
1307,5273,4445
1305,5226,4428
1305,5189,4496
1258,5202,4447
1244,5311,4450
1264,5265,4464
1283,4841,4432
1255,5182,4359
1243,5286,4479
1273,5147,4341
1329,4906,4510
1306,5113,4373
1207,5193,4408
1319,5228,4303
1243,5281,4335
1333,5193,4439
1217,5189,4476
1341,5189,4463
1245,4866,4371
1279,5598,4377
1209,5035,4439
1314,5075,4384
1301,5315,4354
1244,5122,4355
1258,5230,4367
1235,5171,4529
1328,5258,4457
1295,5246,4350
1332,5234,4318
1311,5190,4495
1217,5300,4436
1329,5256,4405
1211,5043,4359
1263,4744,9090
1275,5162,4390
1313,5307,4463
1249,5225,4383
1237,5290,4459
1246,5213,4365
1254,5219,4437
1310,5205,4357
1306,5115,4303
1292,4951,4356
1292,4933,4365
1307,5039,4358
1318,4948,4316
1314,4989,4308
1282,4959,4361
1243,5040,4344
1319,5036,4387
1313,5100,4332
1300,4965,4440
1248,4684,4317
1302,5044,4483
1235,5211,4302
1294,5292,4366
1309,5220,4475
1223,5176,4442
1312,5234,4458
1325,5290,4478
1231,5081,4373
1264,5205,4308
1245,5197,4489
1203,5226,4349
1282,5363,4388
1246,5245,4391
1256,5277,4448
1317,5213,4506
1242,5243,4422
1245,5158,4380
1297,5222,4492
1215,5161,4468
1245,5278,4456
1321,4855,4486
1310,5261,4538
1246,4775,4351
1208,5205,4442
1299,5223,4365
1269,5182,4338
1293,5209,4349
1308,5295,4385
1234,5158,4408
1330,5286,4302
1259,5095,4511
1312,5232,4341
1218,5173,4366
1286,5310,4356
1309,5173,4387
1291,5225,4323
1316,5077,4403
1249,5081,4331
1322,5129,4381
1272,5190,4382
1204,5563,4571
1297,4933,4392
1318,5273,4372
1244,5033,4334
1247,5278,4306
1256,5095,4481
1264,5166,4321
1221,5192,4426
1241,5196,4335
1244,5278,4505
1303,5136,4340
1244,5316,4327
1242,5090,4448
1314,5035,4440
1246,4966,4449
1312,5272,4617
1283,5123,4505
1318,5266,4600
1272,5211,4577
1280,5157,4627
1328,4975,4451
1260,5169,4482
1262,5013,4471
1301,5155,4653
1270,5383,4380
1257,5018,4438
1301,5144,4460
1309,5189,4353
1244,5456,4351
1320,5062,4351
1258,5237,4328
1270,5279,4329
1244,5256,4336
1308,5235,4379
1249,5232,4339
1311,5114,4368
1248,5307,4362
1294,5215,4688
1304,5237,4483
1259,4851,4325
1361,4747,4351
1244,5291,4343
1221,5304,4635
1259,4805,4663
1293,5249,4346
1260,5025,4396
1304,5140,4501
1267,5240,4659
1310,5204,4346
1245,5224,4357
1244,5276,4363
1244,5185,4359
1317,5186,4398
1238,5226,4343
1314,5310,4375
1319,5246,4463
1288,4860,4389
1237,5264,4362
1329,5325,4334
1248,5208,4351
1296,5330,4364
1249,5071,4450
1228,5007,4405
1307,5093,4435
1244,4874,4344
1254,5113,4338
1321,4970,4451
1310,4967,4350
1323,4992,4447
1208,5182,4350
1262,5222,4352
1326,5124,4369
1227,5042,4368
1232,5132,4340
1281,5229,4483
1284,5195,4437
1271,5193,4320
1234,5162,4350
1308,5143,4353
1302,5206,4432
1293,5276,4331
1242,5205,4357
1243,5222,4347
1264,5120,4313
1248,5213,4334
1317,4791,4311
1326,5242,4490
1318,4826,4427
1309,5198,4334
1244,5251,4472
1224,4918,4357
1276,5210,4448
1312,5139,4384
1283,5174,4333
1307,5248,4493
1247,5141,4356
1223,5164,4389
1251,5201,4363
1308,5108,4470
1231,5192,4344
1304,5260,4325
1304,5312,4317
1263,5209,4358
1244,5272,4347
1242,5123,4359
1297,5224,4338
1247,5076,4386
1284,5169,4436
1249,5249,4364
1244,5300,4433
1309,5180,4379
1234,5154,4374
1245,5177,4484
1246,4832,4343
1305,5268,4384
1303,5177,4372
1277,5210,4372
1335,5221,4422
1259,5194,4349
1186,5178,4346
1309,5220,4492
1293,5208,4450
1313,5277,4472
1243,5207,4487
1317,5272,4435
1262,5209,4393
1255,5233,4399
1266,4896,4520
1325,5276,4311
1267,5211,4393
1318,5228,4361
1274,5227,4468
1216,5023,4353
1263,5078,4412
1288,5111,4663
1263,5205,4375
1245,5280,4342
1297,5275,4350
1244,5217,4336
1253,4804,4461
1291,5215,4446
1312,5287,4331
1320,5151,4341
1307,5271,4382
1252,5174,4433
1320,5334,4336
1311,5197,4367
1216,5224,4322
1283,4774,4346
1305,5265,4308
1316,5308,4369
1253,5228,4348
1285,5264,4353
1250,5217,4327
1243,5278,4366
1249,5226,4372
1320,5251,4356
1307,5223,4383
1281,5202,4334
1307,5248,4338
1269,5239,4355
1242,5319,4336
1245,5209,4391
1327,5250,4433
1319,4933,4476
1259,5257,4379
1252,5318,4480
1359,4978,4360
1319,5280,4333
