DebayerTime,fMapTime,iMapTime
1241,4838,4812
1256,4793,4431
1230,4658,4544
1263,4983,4498
1227,4736,4468
1250,4873,4545
1243,4845,4438
1242,4927,4489
1264,4793,4437
1215,4733,4503
1209,4889,4420
1229,4690,4782
1267,4730,4322
1258,4996,4559
1113,4733,4742
1206,4981,4635
1247,4827,4631
1241,5005,4631
1220,4803,4625
1241,5105,4602
1248,4777,4628
1244,5051,4660
1244,4856,4623
1250,4811,4803
1255,4760,4785
1210,4721,4806
1218,5212,4648
1282,4770,4306
1295,4896,4507
1270,4909,4520
1239,4857,4511
1207,4778,4454
1225,4841,4484
1256,4994,4438
1205,4915,4901
1256,4775,4493
1239,4851,4519
1234,4824,4451
1040,4750,4601
1225,4831,4448
1188,4689,4571
1268,5067,4472
1229,4703,4460
1237,4870,4474
1242,4851,4428
1258,4946,4530
1238,4875,4434
1260,4800,4560
1234,4787,4430
1234,4795,4556
1172,4842,4468
1280,4839,4683
1261,4766,4500
1253,4755,5056
1315,4901,4458
1330,4917,4881
1238,4909,4992
1242,4863,5008
1254,4777,4930
1284,4960,4921
1294,4866,5118
1252,4872,4964
1053,4729,4996
1200,5007,4961
1243,4856,4490
1272,4819,4520
1263,4785,4484
1242,4928,4513
1245,4827,4479
1292,4914,4556
1246,4888,4449
1257,4736,4709
1204,4770,4514
1292,4808,4620
1172,4805,4455
1254,4688,4349
1252,4944,4452
1290,4879,4895
1210,4835,4551
1241,4779,4475
1256,4954,4524
1299,4942,4497
1243,4937,4453
1244,4921,4447
1278,4939,4625
1238,4807,4491
1054,4734,4539
1270,4878,4436
1227,4675,4464
1243,4916,4545
1251,4753,4481
1255,4935,4433
1256,4759,4464
1255,4981,4513
1222,4806,4488
1242,4807,4705
1282,4715,4339
1293,4969,4436
1288,4866,4883
1270,5164,4432
1231,4701,4828
1249,5102,4540
1249,4799,4524
1286,5150,4526
1262,4774,4529
1265,5096,4580
1268,4896,4650
1291,4924,4724
1256,4834,4505
1211,4737,4734
1424,5077,4508
1243,4765,4955
1108,4956,4558
1234,4701,4967
1219,5096,4460
1292,4911,4536
1253,5041,4470
1245,5324,4447
1246,4964,4451
1240,4819,4809
1208,5092,4476
1247,4810,4521
1301,5139,4462
1226,4793,4467
1246,5186,4485
1201,4793,4473
1243,5063,4622
1221,4846,4514
1290,4822,4796
1246,4848,4456
1206,4733,4803
1248,4885,4466
1260,4679,5367
1404,4845,4525
1243,4813,5026
1312,4996,4463
1063,4697,4953
1237,5049,4465
1315,4807,4351
1238,4922,4528
1252,4771,4563
1242,4918,4516
1206,4780,4427
1240,4941,4517
1240,4800,4501
1250,5162,4530
1218,4790,4451
1248,4937,4489
1255,4898,4534
1255,4873,4502
1237,4836,4451
1193,4857,4441
1231,4798,4533
1237,4689,4581
1306,4868,4503
1207,4805,4643
1257,4928,4488
1218,4764,4441
1201,4839,4535
1281,4747,4319
1046,4835,4478
1304,4908,5046
1219,4835,4537
1205,4791,4506
1255,4921,4487
1254,4748,4444
1210,4861,4550
1244,4876,4453
1244,4771,4573
1225,4836,4471
1259,4687,4536
1255,5145,4429
1243,4756,4637
1207,4972,4725
1205,4808,4644
1224,5009,4628
1262,4786,4465
1283,4867,4527
1206,4711,4511
1249,5079,4540
1289,4853,4456
1243,5114,4531
1240,4654,4939
1212,5126,4441
1051,4716,4461
1204,5040,4487
1242,4757,4456
1220,5146,4518
1254,4691,4454
1246,4994,4472
1245,4764,4470
1243,5043,4541
1245,4721,4465
1240,4723,4796
1454,4867,4523
1260,4731,4919
1302,5074,4462
1240,4814,4838
1203,5329,4432
1239,4735,4795
1211,5043,4483
1313,5297,4447
1246,5064,4448
1241,4787,4706
1241,4905,4445
1211,4792,4471
1240,4929,4517
1256,4807,4444
1093,4802,4475
1234,4782,4462
1292,4872,4853
1457,4887,4482
1214,4723,4359
1319,5098,4419
1256,4710,4957
1374,4789,4464
1242,4798,4820
1235,4775,4512
1291,4886,4831
1207,4830,4514
1281,4826,4884
1280,5207,4446
1260,4683,4333
1268,4972,4412
1247,4707,4882
1300,5068,4449
1241,4793,4790
1241,5124,4521
1248,4891,4857
1301,5093,4480
1238,4684,4559
1245,5116,4441
1064,4728,4440
1247,4985,4464
1243,4796,4450
1242,5090,4705
1254,4774,4518
1243,4795,4725
1439,4875,4503
1255,4731,4958
1276,4876,4495
1237,4684,4565
1217,5034,4460
1302,4838,4516
1206,5047,4440
1240,4801,4880
1398,4720,4456
1206,4752,4894
1377,4674,4510
1294,4751,4956
1349,5215,4443
1211,4729,4905
1350,4894,4463
1242,4811,5262
1302,4982,4477
1236,4763,4952
1081,5058,4472
1242,4709,4901
1376,4794,4536
1259,4877,4817
1296,4816,4446
1242,4688,4805
1300,5319,4490
1220,4728,4916
1246,4780,4328
1243,5104,4518
1240,4752,4647
1268,5065,4461
1255,4703,4467
1265,5144,4480
1206,4806,4452
1243,4899,4747
1190,4809,4566
1254,4769,4767
1453,5033,4422
1247,4719,4938
1379,4723,4566
1242,4781,4755
1360,5205,4460
1215,4841,4917
1244,4894,4518
1075,4750,4479
1242,5075,4560
1242,4859,4455
1213,5072,4532
1293,5431,4442
1259,5113,4434
1286,4843,4456
1256,5132,4495
1243,4756,4438
1231,5022,4496
1268,4882,4482
1255,4745,4586
1217,4807,4519
1241,4765,4518
1259,5109,4425
1244,4805,4653
1260,4859,4458
1304,4756,4664
1264,4868,4425
1292,4769,4448
1237,4823,4539
1231,4793,4486
1212,5102,4455
1242,4835,4448
1261,5113,4435
1265,4652,4321
1304,5023,4469
1243,4787,4667
1247,5069,4488
1215,4845,4504
1254,5092,4454
1203,4786,4454
1289,5165,4460
1203,4780,4521
1246,4988,4686
1212,4787,4483
1200,4656,4683
1322,5118,4513
1222,4816,4577
1220,5105,4495
1241,4818,4536
1303,5213,4507
1241,4882,4576
1254,4907,4647
1115,4759,4621
1218,4953,4631
1260,4796,4358
1296,4900,4582
1202,4771,4704
1241,5263,4433
1241,4836,4428
1228,4840,4442
1242,4848,4663
1287,5342,4803
1222,4725,4932
1218,5141,4999
1256,4750,4935
1240,5027,4950
1241,4817,4920
1253,5050,4956
1242,4745,4944
1247,5117,4847
1210,4806,4490
1247,5160,4551
1231,4739,4442
1243,4776,4751
1451,4906,4542
1327,4831,4509
1254,5057,4474
1246,4835,4671
1291,5040,4560
1257,4698,4858
1215,5064,4477
1239,4835,5022
1385,4867,4503
1228,4648,4720
1305,5184,4503
1206,4745,4923
1243,5144,4437
1240,4795,4553
1240,5013,4913
1249,4758,4942
1243,4998,4975
1236,4713,4483
1284,5120,4711
1225,4830,4432
1264,4959,4530
1500,4971,4424
1199,4846,4389
1248,4746,4775
1400,4827,4612
1248,4786,5171
1216,4717,4631
1300,4844,4892
1309,4907,4700
1243,4758,4442
1265,5038,4741
1257,4794,4461
1239,4932,4489
1247,4863,4452
1262,4867,4787
1259,4766,4525
1240,4823,4781
1250,4710,4677
1253,4771,4795
1394,4924,4649
1253,4757,5122
1084,4869,4689
1320,4682,4502
1295,4850,4524
1254,4951,4476
1229,4696,4487
1218,4863,4524
1243,4707,4479
1240,4920,4515
1244,4886,4526
1262,4732,4586
1223,4797,4502
1241,4755,4574
1257,4978,4482
1242,4765,4553
1243,4951,4431
1319,4975,4549
1250,4874,4441
1223,4823,4418
1256,4931,4434
1242,4840,4434
1208,4851,4541
1242,4771,4461
1249,4898,4452
1253,4856,4361
1244,4848,4455
1242,4780,4601
1274,4897,4522
1259,4721,4479
1252,4840,4471
1244,4713,4940
1205,4883,4981
1245,4804,4947
1220,4938,4995
1274,4953,4513
1257,4802,4506
1246,4861,4438
1242,4792,4573
1238,4859,4480
1212,4697,4721
1459,4864,4457
1216,4688,4912
1253,5066,4462
1231,4839,4461
1015,5151,4459
1333,4849,4546
1255,5068,4527
1246,4865,4831
1240,4894,4554
1208,4746,4455
1206,4986,4450
1253,4718,4456
1246,5034,4458
1245,4875,4544
1214,5055,4492
1230,4670,4463
1229,5089,4487
1198,4816,4487
1218,4778,4783
1219,4767,4479
1247,4694,4724
1310,5139,4456
1223,4684,4526
1038,5045,4465
1241,4765,4842
1252,5037,4458
1269,5128,4461
1288,5160,4453
1260,4744,4984
1257,4821,4929
1242,4792,4517
1242,4864,4561
1211,4856,4464
1250,4900,4481
1205,4763,4544
1241,5023,4747
1244,5101,4535
1235,4726,4836
1269,4756,4640
1257,4840,4766
1210,4831,4593
1242,4802,4868
1388,4906,4679
1214,4720,5016
1314,4851,4643
1240,4738,4442
1230,4833,4557
1247,4730,4538
1299,4890,4452
1233,4777,4748
1289,5007,4636
1270,5062,4630
1302,5127,4637
1302,4918,4501
1303,5062,4663
1243,4880,4509
1233,5156,4552
1232,4877,4472
1241,5084,4532
1265,4783,4511
1310,4869,4708
1438,4852,4482
1229,4888,5048
1301,4890,4508
1207,4743,4909
1395,4700,4526
1197,4700,4961
1373,4760,4541
1340,4852,4455
1253,5091,4433
1242,4750,4763
1247,5010,4452
1209,4909,4479
1308,5066,4455
1243,4873,4454
1275,5189,4448
1291,4890,4899
1197,4856,4565
1252,4718,4464
1275,4907,4664
1252,4826,4531
1216,4656,4837
1087,5303,4494
1259,4766,4607
1255,5128,4454
1206,4759,4539
1222,5164,5039
1239,4762,4898
1201,5065,4977
1211,4700,4330
1321,4935,4402
1268,4732,4904
1379,4775,4459
1210,4743,4811
1395,5109,4482
1207,4700,4958
1253,4984,4531
1233,4749,4622
1292,5009,4654
1296,4902,4535
1226,5007,4527
1252,4805,4498
1242,4754,4775
1266,4846,4450
1268,4847,4801
1240,4835,4538
1092,4699,4827
1445,4874,4489
1262,4732,4979
1280,4933,4473
1244,4814,4443
1253,5135,4512
1210,4749,4782
1237,5372,4461
1241,4988,4898
1242,5039,4440
1239,4724,4603
1200,5135,4478
1210,4735,4497
1252,5112,4494
1256,4882,4507
1293,4921,4865
1260,4800,4468
1242,4777,4775
1323,4815,4507
1273,4719,4722
1333,5232,4515
1219,4739,4950
1241,5213,4449
1221,4818,4467
1205,5057,4515
1234,4788,4335
1256,5129,4392
1312,4823,5254
1293,5007,4670
1290,4874,4728
1240,5165,4483
1256,4868,4872
1256,5080,4476
1242,4776,4787
1243,5146,4491
1246,4754,4982
1354,4740,4452
1241,4744,4766
1322,5260,4474
1241,4753,4620
1211,5006,4463
1248,4689,4487
1265,5131,4536
1205,4740,4469
1252,4848,4785
1246,4809,4446
1244,4828,4351
1193,4682,5155
1221,4838,4948
1275,4699,4834
1310,5023,4474
1214,4664,4776
1399,4862,4475
1200,4693,4890
1281,4908,4498
1250,4793,4750
1283,5104,4521
1240,4685,4904
1234,4903,4449
1244,4850,4480
1240,4746,4624
1213,4724,4319
1290,4883,4494
1265,4715,4560
1249,4935,4510
1238,4747,4423
1202,4956,4522
1251,4744,4326
1270,5000,4405
1241,4775,4827
1241,5178,4441
1252,4758,4476
1242,5079,4509
1250,4767,4452
1039,5346,4475
1276,4835,4560
1243,4888,4523
1229,4736,4446
1242,4875,4484
1245,4851,4468
1258,4781,4567
1219,4859,4452
1261,4878,4881
1430,4888,4717
1225,4690,4992
1135,4728,4484
1254,4732,4548
1264,4861,4444
1266,5083,4468
1251,4886,4438
1229,4724,4447
1241,4943,4531
1241,4739,4479
1250,4766,4497
1322,4998,4726
1209,4825,4528
1245,4821,4499
1242,4716,4611
1106,4840,4478
1241,4786,4836
1459,4881,4477
1254,4659,4938
1364,4880,4436
1250,4795,4839
1432,5092,4487
1256,4746,4959
1334,4748,4429
1202,4720,5006
1241,5157,4520
1321,4822,4354
1250,5062,4441
1285,4871,4989
1398,4739,4459
1218,4658,4949
1365,4852,4458
1243,4719,4939
1291,5103,4494
1242,4818,4478
1215,5018,4512
1268,4653,4474
1280,4992,4668
1217,4826,4520
1243,4779,5017
1254,4801,4469
1213,4668,4755
1372,5030,4501
1243,4763,4966
1230,4995,4442
1269,4824,4426
1286,5126,4496
1289,4903,4761
1242,5084,4437
1207,4763,4484
1264,5117,4503
1263,4800,4449
1291,5181,4561
1244,4862,4470
1304,4951,4693
1272,4835,4536
1222,4655,4714
1187,4829,4451
1242,4665,4739
1290,5215,4470
1099,4687,4564
1256,5189,4514
1242,4679,4851
1242,5111,4533
1260,4693,4806
1219,5054,4493
1221,4786,4968
1294,4961,4458
1248,4845,4462
1273,5027,4503
1232,4686,4804
1243,5050,4442
1234,4788,4458
1243,5159,4487
1241,4848,4470
1256,4879,4500
1259,4823,4489
1292,4978,4568
1245,4781,4451
1257,6077,4399
1263,4848,4456
1276,4817,4721
1243,4861,4469
1027,5018,4509
1242,4763,4477
1261,4691,4744
1473,4859,4476
1212,4741,4904
1287,4930,4495
1412,4969,4434
1292,5044,4427
1242,4796,4818
1261,5047,4455
1241,4772,4596
1241,5091,4552
1241,4759,4608
1233,5052,4477
1225,4813,4492
1225,4685,4757
1246,4822,4459
1223,4773,4746
1204,4806,4536
1241,4758,4698
1515,4894,4649
1255,5098,4927
1337,4928,4471
1274,4803,5099
1297,4994,4467
1245,4765,4954
1342,4905,4447
1228,4747,4401
1315,5095,4392
1266,4693,4933
1306,4864,4501
1290,4743,4937
1336,4902,4465
1259,4773,4532
1232,4840,4525
1210,4738,4439
1242,4920,4508
1263,4857,4437
1263,4867,4461
1249,4849,4437
1237,4871,4541
1310,5106,4450
1251,4778,4588
1266,4809,4478
1249,4766,5056
1218,4881,4430
1242,4725,4545
1286,4909,4449
1316,4848,4394
1239,5103,4440
1209,4732,4936
1345,4831,4500
1226,4761,4947
1340,4909,4473
1222,4747,4957
1327,4846,4461
1271,4758,4930
1380,4738,4482
1223,4693,4941
1187,5216,4459
1379,4740,4801
1429,4868,4499
1257,4770,4954
1362,4900,4444
1240,4738,4924
1241,4920,4514
1029,4748,4511
1227,5113,4489
1242,4810,4451
1300,4983,4431
1289,5094,4457
1232,4688,4636
1206,5096,4451
1252,4753,4477
1201,5019,4482
1243,4721,4526
1244,5149,4499
1211,4777,4916
1250,4923,5016
1226,5016,4937
1409,4931,4948
1241,4739,4935
1234,4871,4957
1245,4878,4928
1306,4804,4526
1216,4879,4956
1264,4830,4920
1240,4900,4934
1241,4766,4946
1246,4820,5016
1246,5145,4456
1241,4885,4895
1242,4791,4922
1242,4826,5011
1242,4749,4980
1252,4894,4908
1241,4821,4938
1240,4952,4939
1255,4814,4919
1245,4887,5032
1292,4876,5250
1259,4903,4943
1233,4694,4956
1231,4934,5021
1243,4768,5228
1256,4909,4929
1258,4779,4956
1209,4938,4998
1243,4804,5043
1215,4885,4942
1215,4792,4991
1316,5098,4369
1204,4909,4921
1221,4698,4906
1240,4866,5024
1240,4926,4938
1240,5155,4871
1244,4871,4992
1197,4955,4918
1359,4799,4422
1257,4791,4485
1085,4765,4444
1309,4821,4808
1247,5527,4471
1241,4961,4602
1253,4891,4494
1223,4711,4584
1242,4899,4459
1241,4841,4638
1241,5080,4552
1243,4780,4476
1267,4939,4518
1315,4839,4549
1262,4965,4674
1261,4704,5102
1220,4896,4644
1244,4890,5171
1283,4966,4670
1288,4744,5170
1254,4953,4643
1304,4770,4714
1214,4925,4684
1206,4842,4640
1239,5021,4680
1017,4769,4652
1256,4719,4870
1321,4815,4644
1265,4806,4843
1342,4831,4609
1256,4667,4805
1268,5095,4601
1241,4733,5097
1261,4899,4657
1261,4761,4342
1261,5217,4502
1286,4877,4541
1309,4933,4554
1237,4971,4335
1324,4900,4455
1287,4664,4322
1291,5218,4721
1242,4778,4944
1219,4938,4946
1212,4837,4900
1217,4911,4975
1269,4919,4928
1228,4898,4924
1222,4711,5002
1025,4932,4914
1224,4743,4927
1256,4827,5113
1240,4861,4963
1241,4913,4998
1217,4816,4492
1314,4940,4518
1273,4877,4526
1285,4956,4511
1254,4869,4528
1242,4755,4538
1209,4904,4841
1290,4937,4512
1288,5246,4477
1290,4939,4515
1273,5067,4550
1205,4812,4455
1222,4941,4678
1189,4807,4455
1233,4799,4903
1446,4925,4488
1259,4691,4989
1241,5060,4452
1246,4918,4978
1232,5109,4455
1166,4787,4870
1240,5076,4480
1225,4654,4354
1241,5145,4475
1223,4704,4943
1381,4863,4470
1244,4660,4940
1336,4872,4529
1244,4769,4824
1253,5274,4431
1245,4787,4582
1224,5086,4445
1240,4767,4855
1253,5124,4448
1247,4788,4942
1343,4909,4500
1287,4918,4924
1278,4915,4461
1232,4709,4934
1230,4906,4469
1248,4907,4821
1240,5057,4564
1200,4714,4619
1246,4772,4327
1071,5273,4464
1204,4706,4948
1365,4675,4544
1291,4884,5089
1284,4801,4466
1244,4698,4753
1340,5126,4522
1204,4782,4614
1240,5104,4536
1256,4763,4456
1250,5057,4548
1225,4860,4499
1238,4833,4785
1244,4817,4514
1298,4872,4786
1238,4768,4429
1225,4721,4752
1205,4712,4494
1241,4704,4737
1244,4733,4333
1257,4980,4470
1258,4770,4940
1311,5068,4422
1294,4922,4979
1355,4760,4479
1234,4689,4924
1271,4825,4474
1212,4745,4801
1250,5142,4475
1253,4801,4464
1252,5122,4481
1219,4807,4435
1293,5000,4556
1206,4827,4423
1292,5024,4681
1327,4923,4643
1242,4983,4735
1278,4926,4472
1241,4885,4899
1425,5116,4467
1308,4779,4352
1225,5130,4760
1216,4716,4559
1207,4912,4484
1228,4693,4459
1243,4934,4504
1315,5018,4717
1245,4740,4557
1259,4831,4464
1213,4691,4822
1164,4815,4535
1205,4736,4748
1293,4817,4486
1236,4724,4494
1241,4943,4454
1255,4771,4442
1092,4838,4487
1257,4788,4436
1264,4832,4643
1256,4848,4458
1240,4732,4651
1245,4776,4318
1300,4879,4436
1201,4790,4502
1204,4852,4498
1202,4801,4532
1210,4887,4517
1235,4832,4507
1244,4726,4612
1314,4803,4508
1242,4690,4677
1224,4768,4541
1242,4804,4467
1240,4863,4480
1246,4700,4470
1220,4846,4535
1244,4809,4652
1207,4726,4790
1207,4773,4678
1240,4836,4786
1200,4780,4648
1040,4716,4878
1280,4698,4315
1302,5012,4538
1244,4685,4958
1241,5001,4656
1221,4701,4671
1211,4992,4643
1226,4836,4647
1241,4973,4666
1212,4826,4660
1237,4930,4719
1257,4800,4759
1242,4955,4633
1244,4916,4598
1242,4769,4857
1212,4747,4671
1296,4738,4801
1269,5256,4667
1215,4792,4689
1242,4961,4650
1235,4804,4689
1230,4916,4633
1171,5444,4371
1236,5000,4653
1233,4806,4458
1302,5125,4456
1235,4741,4542
1222,5059,4551
1242,4728,4549
1304,5157,4426
1198,4771,4427
1244,4973,4527
1244,4728,4551
1244,4814,4517
1245,4879,4450
1255,5000,4628
1282,4841,4983
1204,4751,4798
1209,5190,4602
1265,4746,4686
1210,4975,4648
1242,4716,4637
1241,5077,4622
1246,4792,4350
1299,5073,4432
1238,4702,4666
1308,5037,4913
1243,4790,4448
1228,5092,4425
1242,4727,4436
1151,5098,4526
1261,4801,4444
1251,4844,4444
1228,4879,4475
1243,5098,4514
1250,4760,4465
1308,5163,4550
1211,4748,4449
1290,5214,4481
1246,4850,4458
1307,4891,4792
1161,4784,4453
1293,4813,4864
1431,4829,4459
1254,5802,7298
1205,4855,4536
1252,4914,4807
1253,4921,4451
1290,4759,4435
1288,5034,4737
1225,4727,4946
1231,5290,4638
1259,4824,4458
1297,4901,4578
1247,4745,4511
1241,4742,4601
1241,4805,4464
1243,4728,4575
1268,4813,4431
1255,4713,4643
1318,4862,4509
1242,4740,4611
1240,4946,4548
1241,4815,4528
1241,4874,4554
1252,4858,4439
1240,5016,4509
1205,4684,4458
1270,4979,4459
1240,4692,4498
1263,4869,4459
1327,4788,4466
1242,4715,4596
1217,4699,4516
1242,4797,4561
1195,4803,4540
1239,4713,5018
1281,4747,4457
1229,4738,4452
1292,4905,4556
1241,4855,4668
1256,4826,4320
1273,5032,4576
1216,4695,4719
1240,5008,4595
1241,4814,4652
1256,4786,4747
1244,4663,4627
1243,4758,4812
1100,4781,4567
1234,4817,4599
1407,4842,4483
1244,4767,4990
1299,4924,4476
1161,4773,4993
1318,4941,4452
1206,4703,4900
1251,5103,4444
1241,4851,4528
1213,4925,4655
1293,4829,4640
1243,5006,4634
1228,4844,4620
1242,4947,4650
1242,4799,4631
1207,5038,4690
1245,4919,4634
1246,4774,4447
1251,5007,4608
1240,4691,4718
1241,5017,4630
1241,4845,4641
1204,4970,4620
1224,4864,4634
1255,4888,4823
1223,4804,4663
1226,4678,4886
1398,4800,4864
1027,4943,4761
1261,5364,4669
1247,4791,5008
1263,4922,4637
1285,4746,4730
1198,4974,4650
1290,4789,4621
1237,5019,4711
1215,4752,4677
1251,5011,4955
1254,4747,4328
1258,4906,4618
1248,4902,4631
1242,4917,4703
1247,4821,4646
1221,4953,4597
1268,4970,4423
1262,4635,4520
1230,4914,4424
1244,4768,4772
1195,4846,4443
1251,4723,4782
1251,4869,4470
1104,4650,4956
1384,4913,4741
1218,4695,5101
1260,4885,4697
1251,4734,4711
1191,5023,4618
1241,4838,4664
1204,5019,4667
1266,4658,4320
1252,4987,4548
1242,4725,4768
1231,5064,5368
1113,6380,6177
1107,4869,4999
1211,6249,6405
1219,7287,6625
1300,7116,6850
1237,6750,6671
1385,7203,6643
1248,7906,6481
1531,7204,6238
1287,7167,4718
1276,6884,7088
1103,4851,5120
1271,5646,6550
1223,7002,6499
1058,5464,4848
1071,5992,4522
1041,4919,5423
1291,6725,6132
1071,4926,4544
1244,5116,5569
1266,8222,6530
1326,7496,6688
1245,4774,4366
1241,5147,4466
1145,4734,4748
1221,4830,4517
1217,4699,4438
1250,4825,4529
1248,4818,4447
1250,4878,4531
1235,4864,4444
1257,4751,4580
1231,4797,4512
1241,4775,4562
1271,4829,4465
1242,4817,4715
1247,4852,4463
1240,4826,4452
1337,4968,4635
1258,4907,4468
1280,4782,4457
1242,5188,4470
1256,4704,4430
1225,4858,4462
1312,4918,4515
1207,4840,4509
1246,4739,4463
1310,5051,4452
1244,4815,4520
1297,4897,4801
1251,4750,4479
1224,4695,4743
1220,4793,4429
1209,4724,4960
1305,4751,4526
1224,4800,4772
1411,4825,4448
1294,4907,5041
1304,4889,4510
1312,4886,4487
1292,5067,4488
1217,4720,4589
1242,5126,4507
1229,4774,4462
1241,4994,4479
1222,4844,4437
1293,5241,4495
1244,4873,4487
1303,4976,4609
1271,4825,4450
1232,4651,4714
1298,4872,4453
1241,4847,5030
1368,4756,4450
1303,5048,4717
1433,4950,4447
1235,4774,4956
1361,4767,4449
1255,4795,4730
1292,5189,4437
1316,4908,4547
1251,5099,4450
1248,4889,4942
1368,4740,4458
1294,4799,4734
1339,5191,4484
1203,4739,4989
1308,5121,4476
1290,4715,4592
1211,5050,4468
1226,4732,4491
1242,4893,4479
1281,4941,4636
1257,4948,4645
1245,4773,4532
1042,4718,4735
1260,4840,4516
1241,4765,4827
1461,4842,4569
1254,4780,4944
1205,5001,4472
1446,5102,4428
1247,5133,4457
1242,4793,4982
1300,4902,4481
1235,4740,4941
1221,5103,4482
1294,4788,4666
1241,5082,4461
1242,4752,4459
1242,5064,4543
1248,4776,4457
1253,5092,4533
1196,4757,4440
1288,5195,4464
1219,4822,4518
1255,4982,4676
1229,4830,4450
1199,4741,4759
1314,4819,4473
1293,4870,5009
1291,5037,4462
1281,4751,4332
1257,5017,4481
1257,4794,4781
1287,5082,4479
1221,4740,4508
1242,5132,4455
1264,4814,4482
1242,5165,4463
1246,4709,4449
1241,4938,4530
1237,4865,4666
1252,4780,4806
1183,4800,4645
1244,4704,4788
1264,5217,4586
1267,4755,5024
1247,4869,4668
1213,4733,5072
1230,4927,4641
1259,4799,4964
1251,4937,4647
1300,4912,4511
1307,4869,4862
1200,5063,4751
1247,4866,4666
1245,4854,4632
1252,4950,4648
1263,4849,4614
1205,5035,4706
1201,4742,4639
1188,4911,4815
1207,4794,4630
1245,4989,4694
1263,4851,4628
1240,4899,4637
1236,4805,4698
1229,4721,4776
1266,4723,4608
1234,4654,4818
1266,5205,4588
1258,4771,4750
1294,5138,4550
1255,5118,4313
1294,4963,4637
1209,4763,4703
1220,5065,4647
1242,4701,4637
1226,5005,4700
1298,4937,4635
1219,5058,4727
1254,4739,4443
1297,4995,4722
1232,4854,4507
1231,5042,4754
1242,4768,4497
1255,4891,4503
1259,4871,4636
1255,4697,4806
1238,4869,4644
1270,4728,4555
1189,4874,4615
1221,4649,4790
1260,5245,4587
1316,5160,4474
1261,5019,4634
1204,4782,4617
1238,4925,4739
1223,4893,4623
1110,6424,6538
1366,6846,6744
1349,7043,6761
1255,4762,4797
1244,4710,4477
1256,4695,4769
1266,4787,4481
1242,4763,4902
1315,5089,4452
1224,4729,4711
1424,5114,4516
1299,4921,5022
1392,4789,4542
1296,4813,4927
1278,5173,4442
1252,4786,4618
1257,4673,4364
1336,5024,4442
1223,4671,4969
1367,4771,4481
1187,4670,4694
1335,5208,4479
1253,4681,4549
1231,5059,4458
1245,4699,4443
1243,5082,4534
1249,4813,4483
1257,5149,4464
1252,4785,4477
1243,5115,4487
1244,4888,4500
1295,4952,4741
1281,4769,4477
1260,4674,4788
1347,5185,4459
1242,4811,4952
1329,5024,4502
1274,4725,4351
1263,5002,4471
1241,4774,4882
1292,5078,4458
1241,4777,4857
1211,5066,4457
1220,4798,4635
1258,5079,4459
1245,4770,4458
1289,5066,4534
1244,4883,4528
1250,4660,4751
1230,4848,4533
1260,4768,4759
1246,4858,4447
1231,4739,4757
1245,4842,4450
1242,4786,4713
1317,4950,4613
1253,4939,4632
1210,4853,4723
1293,4919,4564
1198,4969,4673
1290,4835,4684
1259,4957,4620
1260,4899,4635
1240,5004,4612
1244,4912,4600
1208,4835,4851
1236,4774,4612
1224,4745,4753
1341,4819,4608
1222,4802,4849
1337,4798,4639
1242,4756,4533
1145,5002,4454
1232,4755,4479
1220,4958,4448
1241,4860,4524
1259,4972,4488
1271,4861,4472
1291,4962,4526
1275,5038,4459
1247,4937,4644
1294,4939,4600
1195,4925,4688
1218,4811,4629
1246,4992,4641
1259,4807,4612
1213,4808,4749
1246,4796,4706
1208,4740,4793
1410,4800,4580
1211,4692,4815
1252,5330,4640
1242,4811,5013
1257,4911,4635
1263,4767,4704
1291,5003,4633
1242,4749,4651
1251,4974,4714
1265,4817,4599
1258,4892,4770
1228,4654,4325
1288,4886,4457
1290,4854,4589
1209,5007,4457
1254,4749,4507
1259,4844,4470
1206,4803,4425
1241,4940,4563
1245,4795,4497
1250,4876,4608
1253,4838,4441
1233,4736,4692
1303,4921,5354
1234,4778,4493
1201,4934,4553
1243,4769,4915
1238,4819,4952
1242,4850,4970
1259,4867,4902
1243,4804,5001
1218,4978,4979
1245,4801,4448
1263,4973,4581
1288,4779,4839
1258,5076,4641
1278,4842,4631
1241,4983,4670
1245,4828,4335
1257,4994,4654
1267,4823,5054
1297,4736,4636
1044,4790,5150
1257,4961,4661
1295,4827,4632
1233,4932,4675
1239,4786,4620
1220,5064,4668
1256,4771,4672
1258,5004,4729
1247,4839,4583
1241,4736,4823
1250,4650,4642
1248,4894,4434
1312,4961,4635
1238,4679,4736
1293,4926,4531
1199,4794,4433
1257,4946,4464
1253,4825,4461
1255,4893,4521
1243,4846,4449
1289,5052,4540
1245,4880,4446
1287,4926,4597
1260,4868,4487
1205,4723,4545
1150,4802,4461
1243,4692,4871
1221,5183,4582
1284,4804,4727
1216,4982,4646
1293,4891,4660
1291,4868,4646
1430,4909,4329
1241,4990,4633
1234,4714,5021
1259,4907,4630
1300,4726,5066
1252,4956,4662
1276,4832,5071
1218,4950,4643
1221,4796,4723
1291,4926,4627
1262,4882,4648
1243,4921,4668
1240,4867,4678
1220,5003,4637
1215,4841,4648
1286,5045,4641
1057,4772,4620
1242,4886,4762
1247,4796,4612
1226,4805,4794
1356,4798,4616
1216,4723,4364
1242,5046,4904
1256,4711,4896
1199,4874,4979
1237,4712,4460
1240,5091,4571
1245,4751,4505
1285,4894,4796
1230,4747,4467
